t_s,lat,lon,heading,speed_mps,terrain_h,gps_ok
7.8,43.50115657,42.49445894,141.31,38.945,2138.3,1
8.0,43.50110172,42.49451894,141.57,38.973,2137.26,1
8.2,43.5010463,42.49458013,141.31,39.52,2136.03,1
8.4,43.50099119,42.49464174,140.96,39.489,2134.6,1
8.6,43.50093515,42.49470527,140.57,40.383,2132.93,1
8.8,43.50087817,42.49477119,140.0,41.406,2131.04,1
9.0,43.50082146,42.49483531,140.64,40.82,2129.1,1
9.2,43.5007653,42.49489919,140.48,40.527,2126.91,1
9.4,43.5007101,42.49496236,140.3,39.929,2124.77,1
9.6,43.50065628,42.49502299,140.75,38.69,2123.15,1
9.8,43.50060358,42.49508182,141.0,37.743,2121.85,1
10.0,43.5005518,42.4951385,141.55,36.799,2120.78,1
10.2,43.50049967,42.49519504,141.81,36.916,2120.08,1
10.4,43.50044933,42.49524909,142.09,35.516,2119.47,1
10.6,43.5003986,42.49530554,141.1,36.29,2118.81,1
10.8,43.50034661,42.49536407,140.77,37.359,2118.15,1
11.0,43.50029533,42.49542132,140.99,36.727,2117.77,1
11.2,43.50024291,42.49548248,139.76,38.224,2118.8,1
11.4,43.5001902,42.49554401,139.74,38.441,2120.2,1
11.6,43.5001389,42.49560398,139.71,37.441,2121.9,1
11.8,43.50008813,42.49566152,140.57,36.582,2123.94,1
12.0,43.50003699,42.49572035,140.16,37.073,2125.89,1
12.2,43.49998559,42.49578212,138.92,37.951,2127.48,1
12.4,43.49993312,42.49584574,138.67,38.894,2128.89,1
12.6,43.49988082,42.49590997,138.3,38.985,2130.09,1
12.8,43.49982842,42.49597453,138.22,39.119,2130.94,1
13.0,43.49977688,42.49603779,138.32,38.41,2131.45,1
13.2,43.49972606,42.49609987,138.46,37.793,2132.06,1
13.4,43.49967518,42.49616212,138.4,37.862,2132.78,1
13.6,43.49962497,42.49622434,138.05,37.581,2133.59,1
13.8,43.4995738,42.4962883,137.8,38.441,2134.53,1
14.0,43.49952286,42.49635314,137.28,38.591,2135.43,1
14.2,43.49947124,42.49642042,136.61,39.541,2136.32,1
14.4,43.49942109,42.49648448,137.19,38.055,2137.13,1
14.6,43.49936998,42.49655069,136.78,39.037,2137.82,1
14.8,43.49931948,42.49661547,137.06,38.396,2138.39,1
15.0,43.49927109,42.49667796,136.87,36.904,2139.06,1
15.2,43.49922169,42.49674169,136.9,37.657,2139.86,1
15.4,43.49917369,42.49680428,136.59,36.774,2140.75,1
15.6,43.49912599,42.49686754,136.11,36.842,2141.41,1
15.8,43.49907746,42.49693216,135.99,37.552,2142.16,1
16.0,43.49902862,42.49699813,135.58,38.058,2142.98,1
16.2,43.49897976,42.49706435,135.49,38.14,2143.77,1
16.4,43.49892985,42.49713274,135.17,39.17,2144.73,1
16.6,43.49888014,42.49720273,134.39,39.546,2145.78,1
16.8,43.49882936,42.49727627,133.59,40.993,2146.93,1
17.0,43.49877692,42.49735326,133.19,42.64,2148.18,1
17.2,43.49872465,42.49743116,132.77,42.847,2149.7,1
17.4,43.49867451,42.49750585,132.78,41.086,2151.13,1
17.6,43.49862438,42.49758107,132.58,41.243,2152.56,1
17.8,43.49857257,42.49765997,132.15,42.969,2154.14,1
18.0,43.49852112,42.49773896,131.93,42.864,2155.91,1
18.2,43.49846894,42.49782053,131.4,43.913,2157.65,1
18.4,43.49841599,42.49790466,130.94,44.967,2159.51,1
18.6,43.49836323,42.49799028,130.35,45.362,2161.56,1
18.8,43.49831038,42.49807532,130.59,45.21,2163.58,1
19.0,43.49825928,42.49815775,130.52,43.782,2165.51,1
19.2,43.49820807,42.49824053,130.46,43.927,2167.51,1
19.4,43.49815872,42.49832035,130.44,42.344,2169.58,1
19.6,43.49811019,42.49839863,130.52,41.579,2171.68,1
19.8,43.49806073,42.49848013,129.91,42.901,2173.93,1
20.0,43.49801253,42.49855979,129.83,41.882,2176.4,1
20.2,43.49796471,42.49863854,129.93,41.467,2178.83,1
20.4,43.4979171,42.49871784,129.62,41.564,2181.26,1
20.6,43.49786989,42.498798,129.07,41.686,2183.52,1
20.8,43.49782128,42.49888273,128.34,43.618,2185.88,1
21.0,43.4977738,42.4989659,128.2,42.734,2188.15,1
21.2,43.4977255,42.49905121,127.97,43.694,2190.5,1
21.4,43.49767736,42.49913601,128.05,43.477,2192.96,1
21.6,43.49762943,42.4992215,127.7,43.625,2195.32,1
21.8,43.497582,42.49930761,127.21,43.656,2197.63,1
22.0,43.49753482,42.49939266,127.41,43.229,2200.39,1
22.2,43.49748771,42.49947997,126.64,43.935,2203.3,1
22.4,43.49744226,42.49956433,126.6,42.429,2206.2,1
22.6,43.49739728,42.49964969,125.99,42.596,2209.39,1
22.8,43.49735248,42.49973443,126.09,42.34,2212.67,1
23.0,43.49730859,42.49981603,126.55,41.012,2215.85,1
23.2,43.49726462,42.49989954,125.97,41.665,2219.34,1
23.4,43.49722099,42.49998362,125.58,41.738,2223.03,1
23.6,43.49717759,42.50006815,125.29,41.815,2226.79,1
23.8,43.497135,42.50015211,124.96,41.368,2230.47,1
24.0,43.4970932,42.500234,125.14,40.432,2233.42,1
24.2,43.49705204,42.50031629,124.58,40.357,2236.06,1
24.4,43.49701124,42.50039883,124.27,40.328,2238.62,1
24.6,43.49696874,42.50048436,124.41,41.859,2240.89,1
24.8,43.49692656,42.50056907,124.47,41.482,2243.14,1
25.0,43.49688547,42.50065543,123.26,41.701,2245.53,1
25.2,43.49684508,42.50074093,123.07,41.198,2247.71,1
25.4,43.4968047,42.5008268,122.96,41.318,2249.71,1
25.6,43.49676613,42.50090897,122.9,39.517,2251.22,1
25.8,43.49672851,42.50099147,122.15,39.346,2252.76,1
26.0,43.49669063,42.50107458,122.14,39.63,2254.22,1
26.2,43.49665318,42.50115633,122.28,39.04,2255.62,1
26.4,43.49661752,42.50123642,121.54,37.941,2256.97,1
26.6,43.49658228,42.50131599,121.4,37.64,2258.24,1
26.8,43.4965458,42.50139802,121.51,38.849,2259.5,1
27.0,43.49651034,42.5014802,120.74,38.61,2260.73,1
27.2,43.4964736,42.50156549,120.7,40.05,2262.01,1
27.4,43.49643746,42.50165185,119.98,40.256,2263.36,1
27.6,43.49640151,42.50173852,119.76,40.308,2264.76,1
27.8,43.49636486,42.50182761,119.56,41.355,2266.18,1
28.0,43.49632907,42.50191682,118.94,41.164,2267.49,1
28.2,43.49629456,42.50200372,118.7,39.998,2268.9,1
28.4,43.49625975,42.50209066,118.9,40.097,2270.4,1
28.6,43.49622434,42.50218013,118.62,41.151,2271.46,1
28.8,43.49618923,42.50227109,118.02,41.603,2272.69,1
29.0,43.49615367,42.50236284,118.12,42.004,2274.06,1
29.2,43.49611823,42.50245428,118.12,41.861,2275.02,1
29.4,43.49608392,42.50254428,117.72,41.048,2276.03,1
29.6,43.49605014,42.502635,117.17,41.176,2277.12,1
29.8,43.49601888,42.50272105,116.6,38.857,2277.67,1
30.0,43.49598766,42.50280857,116.19,39.377,2278.19,1
30.2,43.49595548,42.50289929,116.06,40.779,2278.65,1
30.4,43.4959248,42.50298724,115.68,39.404,2278.42,1
30.6,43.4958949,42.50307333,115.58,38.536,2278.08,1
30.8,43.49586449,42.50316105,115.54,39.256,2277.75,1
31.0,43.49583634,42.50324491,114.83,37.312,2277.18,1
31.2,43.49580912,42.50332688,114.59,36.397,2276.47,1
31.4,43.49578189,42.5034102,114.25,36.899,2275.75,1
31.6,43.49575693,42.50349037,113.23,35.229,2274.87,1
31.8,43.49573069,42.50357247,113.77,36.224,2273.31,1
32.0,43.49570477,42.50365469,113.49,36.196,2271.76,1
32.2,43.49567913,42.50373762,113.08,36.399,2270.2,1
32.4,43.49565402,42.50382035,112.7,36.21,2268.67,1
32.6,43.49563019,42.50390218,111.87,35.605,2267.13,1
32.8,43.49560485,42.50398772,112.21,37.306,2265.5,1
33.0,43.49557949,42.5040748,111.88,37.888,2263.78,1
33.2,43.49555382,42.50416296,111.87,38.36,2261.99,1
33.4,43.49552833,42.50425188,111.56,38.603,2260.14,1
33.6,43.4955019,42.50434244,111.91,39.415,2258.19,1
33.8,43.49547615,42.50443192,111.65,38.867,2256.2,1
34.0,43.4954498,42.50452509,111.29,40.378,2254.15,1
34.2,43.4954247,42.5046169,110.65,39.614,2252.22,1
34.4,43.49540132,42.50470563,109.96,38.121,2250.38,1
34.6,43.49537799,42.50479485,109.82,38.293,2248.49,1
34.8,43.49535559,42.5048826,109.38,37.557,2246.5,1
35.0,43.49533293,42.50497127,109.41,37.961,2244.04,1
35.2,43.49531122,42.50506029,108.57,37.921,2241.53,1
35.4,43.49529076,42.50514578,108.26,36.346,2239.05,1
35.6,43.49527181,42.5052279,107.65,34.797,2236.34,1
35.8,43.49525411,42.50530821,106.9,33.892,2233.7,1
36.0,43.49523741,42.50538702,106.28,33.151,2231.12,1
36.2,43.49522155,42.50546517,105.63,32.763,2228.75,1
36.4,43.49520631,42.5055428,105.15,32.476,2226.52,1
36.6,43.49519121,42.50561965,105.15,32.148,2224.34,1
36.8,43.49517656,42.50569685,104.65,32.217,2222.19,1
37.0,43.49516131,42.5057755,104.97,32.874,2220.51,1
37.2,43.49514496,42.50585822,105.24,34.617,2218.73,1
37.4,43.49512819,42.50594301,105.25,35.485,2216.76,1
37.6,43.49511067,42.50602938,105.62,36.215,2214.95,1
37.8,43.49509554,42.50611203,104.16,34.414,2213.36,1
38.0,43.4950813,42.50619176,103.83,33.157,2211.82,1
38.2,43.4950689,42.50626788,102.66,31.498,2210.33,1
38.4,43.49505563,42.50634683,103.05,32.724,2208.69,1
38.6,43.49504263,42.50642676,102.64,33.074,2207.0,1
38.8,43.49502896,42.5065081,103.05,33.712,2205.26,1
39.0,43.49501579,42.50658812,102.78,33.132,2203.2,1
39.2,43.495003,42.50666839,102.39,33.184,2201.04,1
39.4,43.49499065,42.50674884,101.95,33.205,2198.89,1
39.6,43.49497853,42.50682957,101.69,33.287,2196.75,1
39.8,43.49496679,42.50691012,101.36,33.174,2194.66,1
40.0,43.49495575,42.50698978,100.81,32.745,2192.6,1
40.2,43.49494397,42.50707175,101.21,33.742,2190.5,1
40.4,43.49493196,42.50715402,101.37,33.884,2188.47,1
40.6,43.49492224,42.50723299,99.64,32.344,2186.53,1
40.8,43.4949127,42.50730995,99.69,31.526,2184.62,1
41.0,43.49490454,42.5073842,98.62,30.319,2182.83,1
41.2,43.49489632,42.50746022,98.48,31.037,2181.11,1
41.4,43.49488816,42.50753659,98.38,31.17,2179.39,1
41.6,43.49487973,42.50761321,98.62,31.289,2177.66,1
41.8,43.49487079,42.50769273,98.81,32.494,2175.79,1
42.0,43.49486114,42.50777412,99.28,33.298,2173.82,1
42.2,43.49485176,42.50785499,99.09,33.068,2171.66,1
42.4,43.49484302,42.50793534,98.53,32.805,2169.48,1
42.6,43.49483475,42.50801573,98.07,32.787,2167.37,1
42.8,43.49482558,42.50809865,98.67,33.867,2165.14,1
43.0,43.494814,42.50818707,100.23,36.281,2162.69,1
43.2,43.49480261,42.50827729,99.87,36.976,2160.34,1
43.4,43.4947923,42.50836577,99.12,36.184,2158.12,1
43.6,43.49478158,42.50845462,99.45,36.366,2155.89,1
43.8,43.49477046,42.50854472,99.65,36.903,2153.77,1
44.0,43.49476029,42.50863404,98.92,36.509,2151.81,1
44.2,43.49475015,42.50872294,98.94,36.338,2149.95,1
44.4,43.49474103,42.50880889,98.32,35.071,2148.57,1
44.6,43.49473173,42.50889504,98.46,35.17,2147.41,1
44.8,43.49472422,42.50897839,97.08,33.914,2146.38,1
45.0,43.49471719,42.50906118,96.68,33.658,2145.35,1
45.2,43.49471027,42.50914423,96.55,33.755,2144.31,1
45.4,43.49470305,42.50922835,96.75,34.201,2143.36,1
45.6,43.49469522,42.50931461,97.13,35.101,2142.56,1
45.8,43.49468813,42.5093999,96.54,34.664,2142.35,1
46.0,43.49468168,42.50948374,96.06,34.041,2142.18,1
46.2,43.49467557,42.5095668,95.79,33.71,2142.05,1
46.4,43.49466914,42.5096505,96.05,33.986,2142.35,1
46.6,43.49466208,42.50973648,96.45,34.941,2142.76,1
46.8,43.49465684,42.50981828,95.05,33.156,2143.12,1
47.0,43.49465121,42.5099017,95.32,33.829,2143.42,1
47.2,43.49464405,42.5099901,96.38,35.916,2143.69,1
47.4,43.49463688,42.51008001,96.27,36.521,2143.94,1
47.6,43.49462895,42.51017006,96.92,36.628,2143.95,1
47.8,43.49462014,42.51026356,97.4,38.07,2143.46,1
48.0,43.49461197,42.51035499,97.02,37.198,2142.96,1
48.2,43.49460263,42.51045015,97.71,38.775,2142.46,1
48.4,43.49459407,42.51054262,97.27,37.638,2142.03,1
48.6,43.49458634,42.51063496,96.58,37.531,2141.58,1
48.8,43.49457889,42.51072654,96.4,37.211,2141.09,1
49.0,43.49457145,42.51081869,96.35,37.437,2140.57,1
49.2,43.49456306,42.51091227,97.04,38.076,2140.06,1
49.4,43.49455545,42.51100479,96.46,37.596,2139.71,1
49.6,43.49454898,42.51109579,95.6,36.918,2139.61,1
49.8,43.4945417,42.51118869,96.16,37.732,2139.52,1
50.0,43.49453373,42.51128319,96.63,38.411,2139.41,1
50.2,43.49452586,42.51137745,96.57,38.314,2139.25,1
50.4,43.49451857,42.51146879,96.27,37.101,2139.08,1
50.6,43.49451199,42.51155888,95.76,36.564,2138.71,1
50.8,43.49450589,42.51164818,95.38,36.214,2137.97,1
51.0,43.49449975,42.51173898,95.33,36.823,2137.22,1
51.2,43.49449364,42.51182926,95.33,36.612,2136.17,1
51.4,43.49448832,42.51191677,94.79,35.459,2134.33,1
51.6,43.49448362,42.51200242,94.32,34.681,2132.52,1
51.8,43.49448035,42.51208568,93.1,33.669,2130.75,1
52.0,43.49447683,42.51216913,93.34,33.753,2128.61,1
52.2,43.4944727,42.5122539,93.84,34.304,2126.43,1
52.4,43.49446831,42.51234061,93.99,35.098,2124.19,1
52.6,43.49446383,42.51242823,94.03,35.466,2123.0,1
52.8,43.49446003,42.51251262,93.55,34.141,2122.17,1
53.0,43.49445567,42.51259924,93.97,35.056,2121.3,1
53.2,43.49444968,42.51269055,95.17,37.022,2120.68,1
53.4,43.49444357,42.51278276,95.22,37.386,2120.27,1
53.6,43.4944375,42.51287456,95.21,37.222,2119.86,1
53.8,43.49443092,42.51296735,95.58,37.647,2119.45,1
54.0,43.49442331,42.51306248,96.3,38.646,2119.05,1
54.2,43.49441698,42.51315519,95.37,37.6,2118.65,1
54.4,43.49441028,42.51324824,95.67,37.756,2117.81,1
54.6,43.49440279,42.51334414,96.14,38.946,2116.61,1
54.8,43.4943957,42.5134394,95.86,38.663,2115.43,1
55.0,43.49438881,42.51353312,95.78,38.037,2114.21,1
55.2,43.49438131,42.51362912,96.15,38.988,2112.91,1
55.4,43.49437506,42.51372186,95.3,37.606,2111.61,1
55.6,43.49436962,42.51381289,94.71,36.884,2111.27,1
55.8,43.49436306,42.51390507,95.61,37.396,2111.34,1
56.0,43.4943567,42.51399777,95.4,37.598,2111.4,1
56.2,43.49434926,42.51409255,96.18,38.495,2111.95,1
56.4,43.49434145,42.51418848,96.4,38.978,2112.75,1
56.6,43.49433355,42.51428521,96.42,39.304,2113.54,1
56.8,43.49432505,42.51438359,96.79,40.003,2114.72,1
57.0,43.49431686,42.51448215,96.53,40.057,2115.99,1
57.2,43.49430962,42.51457681,96.02,38.434,2117.2,1
57.4,43.49430292,42.51466891,95.72,37.377,2118.89,1
57.6,43.49429553,42.51476408,96.11,38.645,2120.67,1
57.8,43.49428769,42.5148599,96.43,38.935,2122.46,1
58.0,43.49428005,42.51495595,96.26,39.017,2124.97,1
58.2,43.49427199,42.51505258,96.56,39.275,2127.5,1
58.4,43.49426335,42.51515061,96.93,39.874,2130.08,1
58.6,43.49425356,42.51525167,97.6,41.167,2133.03,1
58.8,43.49424256,42.51535471,98.37,42.055,2136.02,1
59.0,43.49423234,42.51545706,97.83,41.715,2138.87,1
59.2,43.49422291,42.51555713,97.4,40.745,2141.49,1
59.4,43.49421274,42.51565708,97.99,40.756,2144.11,1
59.6,43.49420276,42.51575746,97.8,40.91,2146.45,1
59.8,43.49419078,42.51586242,98.94,42.903,2148.71,1
60.0,43.49417885,42.51596673,98.96,42.636,2150.97,1
60.2,43.49416696,42.51607038,98.99,42.372,2153.18,1
60.4,43.49415586,42.516173,98.48,41.897,2155.38,1
60.6,43.49414308,42.51627809,99.52,43.024,2157.64,1
60.8,43.49412996,42.51638375,99.72,43.284,2159.89,1
61.0,43.49411965,42.51648411,98.06,40.93,2162.04,1
61.2,43.4941109,42.51657806,97.32,38.246,2163.93,1
61.4,43.49410253,42.51667158,97.03,38.046,2165.7,1
61.6,43.49409324,42.51676635,97.7,38.614,2167.49,1
61.8,43.49408358,42.51686186,97.94,38.939,2169.38,1
62.0,43.49407494,42.51695562,97.24,38.163,2171.27,1
62.2,43.49406646,42.51704918,97.12,38.074,2173.14,1
62.4,43.49405697,42.51714193,98.03,37.822,2175.17,1
62.6,43.49404867,42.51723278,97.18,36.971,2177.24,1
62.8,43.49403973,42.5173258,97.55,37.888,2179.34,1
63.0,43.49403122,42.51741693,97.34,37.103,2181.53,1
63.2,43.49402168,42.51750934,98.1,37.687,2183.85,1
63.4,43.49401145,42.51760415,98.46,38.705,2186.19,1
63.6,43.49400101,42.51769734,98.77,38.075,2188.37,1
63.8,43.49399195,42.51778778,97.87,36.863,2190.39,1
64.0,43.4939831,42.51787774,97.72,36.659,2192.38,1
64.2,43.49397291,42.51797005,98.65,37.702,2194.16,1
64.4,43.49396359,42.51806003,98.13,36.701,2195.73,1
64.6,43.49395294,42.51815172,99.1,37.491,2197.26,1
64.8,43.4939424,42.51824463,98.89,37.973,2198.99,1
65.0,43.4939329,42.51833399,98.34,36.47,2200.81,1
65.2,43.49392219,42.51842406,99.31,36.85,2202.58,1
65.4,43.49391037,42.51851709,99.93,38.139,2204.26,1
65.6,43.49389854,42.51860975,99.99,37.987,2205.84,1
65.8,43.49388586,42.51870583,100.31,39.435,2207.46,1
66.0,43.49387224,42.5188024,101.0,39.724,2209.04,1
66.2,43.49385929,42.51889719,100.67,38.946,2210.66,1
66.4,43.49384666,42.5189911,100.5,38.566,2212.39,1
66.6,43.49383342,42.51908604,100.88,39.039,2214.82,1
66.8,43.493821,42.51917796,100.54,37.751,2217.6,1
67.0,43.49380643,42.51927379,101.84,39.538,2220.55,1
67.2,43.49379267,42.51936773,101.42,38.698,2223.64,1
67.4,43.4937799,42.5194609,100.7,38.285,2226.78,1
67.6,43.49376722,42.51955184,100.88,37.392,2229.81,1
67.8,43.49375231,42.51964769,102.1,39.584,2232.0,1
68.0,43.4937365,42.51974503,102.62,40.277,2233.13,1
68.2,43.493721,42.51984064,102.6,39.558,2234.19,1
68.4,43.49370455,42.51993852,103.04,40.57,2235.22,1
68.6,43.493688,42.52003651,103.11,40.623,2236.18,1
68.8,43.49367048,42.52013548,103.71,41.137,2237.03,1
69.0,43.49365207,42.52023612,104.15,41.908,2238.09,1
69.2,43.49363352,42.52033742,104.17,42.185,2239.08,1
69.4,43.49361468,42.52043836,104.43,42.086,2239.87,1
69.6,43.49359582,42.52053767,104.67,41.451,2240.29,1
69.8,43.49357756,42.52063667,104.26,41.245,2240.76,1
70.0,43.49356017,42.52073216,104.09,39.754,2241.11,1
70.2,43.4935442,42.5208227,103.67,37.624,2241.36,1
70.4,43.49352742,42.52091487,104.08,38.371,2241.62,1
70.6,43.49351025,42.52100644,104.5,38.193,2242.06,1
70.8,43.49349307,42.52109727,104.61,37.9,2242.83,1
71.0,43.49347496,42.52119068,104.96,39.04,2243.69,1
71.2,43.493455,42.52128886,105.66,41.173,2245.81,1
71.4,43.49343407,42.52138599,106.54,40.913,2248.76,1
71.6,43.49341261,42.52148529,106.59,41.839,2252.01,1
71.8,43.4933909,42.52158433,106.81,41.773,2255.76,1
72.0,43.49336742,42.52168564,107.72,42.947,2260.0,1
72.2,43.49334247,42.52178987,108.26,44.321,2264.56,1
72.4,43.49331718,42.5218951,108.33,44.759,2268.5,1
72.6,43.49329007,42.52200384,108.97,46.427,2272.44,1
72.8,43.49326339,42.52211033,109.05,45.493,2276.22,1
73.0,43.49323732,42.52221619,108.75,45.14,2279.79,1
73.2,43.49321081,42.52232144,109.15,44.988,2283.33,1
73.4,43.49318381,42.52242792,109.27,45.546,2287.42,1
73.6,43.49315702,42.522532,109.53,44.592,2291.7,1
73.8,43.49312879,42.52263723,110.3,45.307,2295.97,1
74.0,43.49310081,42.52274212,110.19,45.123,2300.14,1
74.2,43.49307281,42.52284643,110.3,44.91,2304.21,1
74.4,43.49304454,42.5229504,110.55,44.835,2308.11,1
74.6,43.49301533,42.52305586,110.9,45.581,2311.89,1
74.8,43.49298542,42.52316347,110.97,46.534,2315.75,1
75.0,43.4929555,42.52326935,111.28,45.882,2319.5,1
75.2,43.49292417,42.52337682,111.89,46.767,2323.32,1
75.4,43.49289281,42.52348308,112.14,46.319,2326.83,1
75.6,43.49286204,42.52358785,112.04,45.64,2330.07,1
75.8,43.4928301,42.52369312,112.7,46.079,2333.31,1
76.0,43.49279925,42.52379588,112.48,44.903,2336.31,1
76.2,43.49276991,42.52389422,112.36,42.939,2338.99,1
76.4,43.49274097,42.52399038,112.53,42.036,2341.6,1
76.6,43.49271174,42.52408766,112.5,42.518,2344.0,1
76.8,43.49268188,42.52418526,112.87,42.771,2346.26,1
77.0,43.49265294,42.52427953,112.93,41.33,2348.44,1
77.2,43.49262507,42.52437014,112.98,39.744,2350.43,1
77.4,43.49259606,42.52446185,113.56,40.397,2352.38,1
77.6,43.49256696,42.52455247,113.87,40.015,2354.35,1
77.8,43.49253785,42.52464422,113.62,40.434,2356.61,1
78.0,43.49250747,42.52473696,114.3,41.09,2359.02,1
78.2,43.4924776,42.52482769,114.41,40.234,2361.38,0
78.4,43.49244762,42.52491795,114.6,40.084,2363.94,0
78.6,43.49241777,42.52500723,114.75,39.694,2366.6,0
78.8,43.49238739,42.52509688,115.04,39.954,2369.27,0
79.0,43.49235759,42.52518319,115.45,38.597,2371.81,0
79.2,43.49232867,42.52526777,115.23,37.757,2374.2,0
79.4,43.49229861,42.52535327,115.86,38.366,2376.64,0
79.6,43.49226919,42.52543657,115.96,37.411,2378.94,0
79.8,43.49223978,42.52551924,116.12,37.177,2380.98,0
80.0,43.49220918,42.5256024,116.89,37.652,2383.16,0
80.2,43.49217733,42.52568898,116.9,39.198,2385.55,0
80.4,43.49214626,42.52577093,117.59,37.337,2386.38,0
80.6,43.49211593,42.52585148,117.43,36.647,2387.17,0
80.8,43.49208559,42.52593105,117.72,36.297,2388.02,0
81.0,43.49205557,42.52601003,117.65,36.006,2388.72,0
81.2,43.49202556,42.52608597,118.58,34.919,2389.35,0
81.4,43.49199426,42.52616558,118.45,36.561,2390.11,0
81.6,43.49196264,42.52624395,119.08,36.212,2390.94,0
81.8,43.49193084,42.52632282,119.07,36.434,2392.36,0
82.0,43.49189789,42.52640213,119.8,36.907,2393.91,0
82.2,43.49186372,42.52648205,120.51,37.458,2395.56,0
82.4,43.49183001,42.52656241,120.04,37.483,2397.09,0
82.6,43.49179591,42.52664223,120.49,37.404,2398.36,0
82.8,43.49176097,42.526723,120.81,37.972,2399.55,0
83.0,43.49172661,42.52680125,121.18,36.936,2400.72,0
83.2,43.49169108,42.52688167,121.35,38.019,2401.27,0
83.4,43.49165614,42.52695986,121.63,37.081,2401.78,0
83.6,43.49162004,42.52704051,121.67,38.27,2402.33,0
83.8,43.49158272,42.52712279,122.02,39.184,2402.68,0
84.0,43.49154411,42.52720551,122.75,39.717,2402.74,0
84.2,43.49150536,42.52728873,122.7,39.928,2402.65,0
84.4,43.49146751,42.52736851,123.19,38.494,2402.52,0
84.6,43.49142931,42.52744715,123.81,38.214,2402.48,0
84.8,43.49139073,42.52752719,123.6,38.803,2402.38,0
85.0,43.49135236,42.5276062,123.8,38.395,2402.22,0
85.2,43.49131375,42.52768475,124.12,38.311,2402.04,0
85.4,43.49127473,42.52776269,124.61,38.243,2401.88,0
85.6,43.49123595,42.52783808,125.33,37.316,2401.63,0
85.8,43.49119737,42.5279128,125.44,37.034,2401.1,0
86.0,43.49115971,42.52798564,125.48,36.118,2400.08,0
86.2,43.49112297,42.52805326,126.83,34.113,2399.05,0
86.4,43.49108533,42.52812222,126.96,34.845,2397.93,0
86.6,43.49104906,42.52818843,127.05,33.503,2396.81,0
86.8,43.49101107,42.52825573,127.89,34.437,2395.81,0
87.0,43.49097356,42.52832299,127.55,34.255,2394.89,0
87.2,43.49093576,42.52838954,128.05,34.13,2394.35,0
87.4,43.49089847,42.52845474,128.26,33.525,2393.84,0
87.6,43.49085981,42.52852159,128.56,34.521,2393.31,0
87.8,43.49082207,42.52858547,129.16,33.266,2392.77,0
88.0,43.49078363,42.52864908,129.79,33.43,2392.21,0
88.2,43.49074572,42.52871142,129.97,32.849,2391.64,0
88.4,43.49070925,42.52877006,130.6,31.187,2390.98,0
88.6,43.49067197,42.52882925,130.97,31.653,2389.98,0
88.8,43.49063399,42.5288887,131.36,31.986,2388.74,0
89.0,43.49059519,42.52894937,131.39,32.659,2387.27,0
89.2,43.49055521,42.52901244,131.15,33.823,2385.5,0
89.4,43.4905147,42.52907596,131.31,34.15,2383.22,0
89.6,43.49047393,42.529139,131.72,34.104,2380.75,0
89.8,43.49043361,42.52920055,132.08,33.483,2378.22,0
